company,cik,signal_id,signal_name,value,status,source_url,local_path,accession,concept_or_section,evidence_quote,notes
Salesforce,1108524,D02,Litigation disclosures,,TEXT_QUAL,https://www.sec.gov/Archives/edgar/data/1108524/000110852426000060/crm-20260131.htm,/Users/lyuhongwang/Documents/SEC_metrics/evidence/accession_materials/salesforce_1108524_000110852426000060/crm-20260131.htm,0001108524-26-000060,Item 3 / litigation,TaxJurisdictionOtherMember 2025-02-01 2026-01-31 0001108524 us-gaap:ForeignTaxJurisdictionOtherMember 2024-02-01 2025-01-31 0001108524 us-gaap:ForeignTaxJurisdictionOtherMember 2023-02-01 2024-01-31 0001108524 country:US 2025-02-01 2026-01-31 0001108524 country:US 2024-02-01 2025-01-31 0001108524 country:US 2023-02-01 2024-01-31 0001108524 us-gaap:NonUsMember 2026-01-31 0001108524 stpr:CA 2026-01-31 0001108524 us-gaap:StateAndLocalTaxJurisdictionOtherMember 2026-01-31 0001108524 us-gaap:StockCompensationPlanMember 2025-02-01 2026-01-31 0001108524 us-gaap:StockCompensationPlanMember 2024-02-01 2025-01-31 0001108524 us-gaap:StockCompensationPlanMember 2023-02-01 2024-01-31 0001108524 crm:SlackLitigationMember 2019-09-01 2019-09-30 0001108524 crm:BackpageLitigationMember 2026-01-01 2026-01-31 0001108524 crm:BackpageLitigationMember 2020-04-01 2023-11-30 0001108524 2020-04-01 2023-11-30 0001108524 crm:S.M.A.V.SalesforceInc.Member 2023-05-01 2024-03-31 0001108524 crm:A.S.V.SalesforceInc.Member 2023-05-01 2024-03-31 0001108524 crm:A.G.B.V.SalesforceInc.Member 2023-05-01 2024-03-31 0001108524 crm:G.G.ConsolidatedCasesMember 2025-02-01 2026-01-31 0001108524 crm:TexasMDLMember 2025-02-01 2026-01-31 0001108524 crm:T.S.V.SalesforceInc.Member 2023-05-01 2024-03-31 0001108524 crm:A.A.V.SalesforceInc.Member 2023-05-01 2024-03-31 0001108524 crm:JaneDoeC.S.V.SalesforceInc.Member 2023-05-01 2024-03-31 00,Legal proceedings or litigation text evidence.
Salesforce,1108524,D03,Regulatory investigations,,TEXT_QUAL,https://www.sec.gov/Archives/edgar/data/1108524/000110852426000060/crm-20260131.htm,/Users/lyuhongwang/Documents/SEC_metrics/evidence/accession_materials/salesforce_1108524_000110852426000060/crm-20260131.htm,0001108524-26-000060,Regulatory investigation keywords,ContractWithCustomerMember 2025-02-01 2026-01-31 0001108524 country:US us-gaap:GeographicConcentrationRiskMember us-gaap:RevenueFromContractWithCustomerMember 2023-02-01 2024-01-31 0001108524 us-gaap:TransferredOverTimeMember 2025-02-01 2026-01-31 0001108524 us-gaap:TransferredOverTimeMember 2024-02-01 2025-01-31 0001108524 us-gaap:TransferredAtPointInTimeMember 2025-02-01 2026-01-31 0001108524 us-gaap:TransferredAtPointInTimeMember 2024-02-01 2025-01-31 0001108524 crm:InformaticaInc.Member 2025-02-01 2026-01-31 0001108524 srt:MinimumMember 2026-02-01 2026-01-31 0001108524 srt:MaximumMember 2026-02-01 2026-01-31 0001108524 crm:InformaticaInc.Member 2026-01-31 0001108524 us-gaap:CorporateDebtSecuritiesMember 2026-01-31 0001108524 us-gaap:USTreasurySecuritiesMember 2026-01-31 0001108524 us-gaap:MortgageBackedSecuritiesMember 2026-01-31 0001108524 us-gaap:AssetBackedSecuritiesMember 2026-01-31 0001108524 us-gaap:MunicipalNotesMember 2026-01-31 0001108524 us-gaap:CommercialPaperMember 2026-01-31 0001108524 us-gaap:BondsMember 2026-01-31 0001108524 us-gaap:OtherDebtSecuritiesMember 2026-01-31 0001108524 us-gaap:CorporateDebtSecuritiesMember 2025-01-31 0001108524 us-gaap:USTreasurySecuritiesMember 2025-01-31 0001108524 us-gaap:MortgageBackedSecuritiesMember 2025-01-31 0001108524 us-gaap:AssetBackedSecuritiesMember 2025-01-31 0001108524 us-gaap:MunicipalNotesMember 2025-01-31 0001108524,Keyword scan across risk/legal text.
Salesforce,1108524,D04,Going concern statements,,TEXT_QUAL,https://www.sec.gov/Archives/edgar/data/1108524/000110852426000060/crm-20260131.htm,/Users/lyuhongwang/Documents/SEC_metrics/evidence/accession_materials/salesforce_1108524_000110852426000060/crm-20260131.htm,0001108524-26-000060,Going concern,未披露持续经营疑虑,No going-concern doubt phrase found in 10-K text.
Lumen Technologies,18926,D01,Risk factors summary,,TEXT_QUAL,https://www.sec.gov/Archives/edgar/data/18926/000001892626000014/lumn-20251231.htm,/Users/lyuhongwang/Documents/SEC_metrics/evidence/accession_materials/lumen_technologies_18926_000001892626000014/lumn-20251231.htm,0000018926-26-000014,Item 1A Risk Factors,"t is a shell company (as defined in Rule 12b-2 of the Exchange Act). Yes ☐ No ☒ On February 17, 2026, 1,024,369,609 shares of common stock were outstanding. The aggregate market value of the voting stock held by non-affiliates as of June 30, 2025 was $ 4.4 billion. DOCUMENTS INCORPORATED BY REFERENCE: Portions of the Registrant's annual report and proxy statement (the ""Proxy Statement"") to be furnished in connection with the 2026 annual meeting of shareholders are incorporated by reference in Part III of this report. Auditor Name: KPMG LLP Auditor Location: Denver, Colorado Auditor Firm ID: 185 1 TABLE OF CONTENTS PART I Special Note Regarding Forward-Looking Statements 3 Item 1. Business 4 Item 1A. Risk Factors 20 Item 1B. Unresolved Staff Comments 35 Item 1C. Cybersecurity 35 Item 2. Properties 38 Item 3. Legal Proceedings 38 Item 4. Mine Safety Disclosures 38 PART II Item 5. Market for Registrant's Common Equity, Related Stockholder Matters and Issuer Purchases of Equity Securities 39 Item 6. [Reserved] 39 Item 7. Management's Discussion and Analysis of Financial Condition and Results of Operations 39 Overview 40 Results of Operations 42 Segment Results 45 Liquidity and Capital Resources 49 Critical Accounting Estimates 58 Item 7A. Quantitative and Qualitative Disclosures About Market Risk 64 Item 8. Consolidated Financial Statements and Supplementary Data 65 Consolidated Statements of Operation",Risk factor heading or theme evidence.
Lumen Technologies,18926,D02,Litigation disclosures,,TEXT_QUAL,https://www.sec.gov/Archives/edgar/data/18926/000001892626000014/lumn-20251231.htm,/Users/lyuhongwang/Documents/SEC_metrics/evidence/accession_materials/lumen_technologies_18926_000001892626000014/lumn-20251231.htm,0000018926-26-000014,Item 3 / litigation,JurisdictionMember 2025-12-31 0000018926 us-gaap:DomesticCountryMember 2025-07-31 0000018926 us-gaap:OperatingSegmentsMember 2025-01-01 2025-12-31 0000018926 us-gaap:OperatingSegmentsMember 2024-01-01 2024-12-31 0000018926 us-gaap:OperatingSegmentsMember 2023-01-01 2023-12-31 0000018926 us-gaap:MaterialReconcilingItemsMember 2025-01-01 2025-12-31 0000018926 us-gaap:MaterialReconcilingItemsMember 2024-01-01 2024-12-31 0000018926 us-gaap:MaterialReconcilingItemsMember 2023-01-01 2023-12-31 0000018926 us-gaap:JudicialRulingMember lumn:MissouriMunicipalitiesMember 2017-02-28 0000018926 us-gaap:JudicialRulingMember lumn:MissouriMunicipalitiesMember 2017-02-01 2017-02-28 0000018926 us-gaap:PendingLitigationMember lumn:PeruvianTaxLitigationMember 2021-06-30 0000018926 us-gaap:JudicialRulingMember lumn:ColumbiaAndJoplinMunicipalitiesMember 2021-06-01 2021-06-30 0000018926 us-gaap:JudicialRulingMember lumn:FCPALitigationMember lumn:StatutoryDamagesMember 2024-09-01 2024-09-30 0000018926 us-gaap:JudicialRulingMember lumn:FCPALitigationMember lumn:PunitiveDamagesMember 2024-09-01 2024-09-30 0000018926 lumn:PenaltiesForViolationOfWashingtonRegulationsAndLawsFiledByStaffOfWUTCMember 2020-12-01 2020-12-31 0000018926 lumn:PenaltiesSoughtByWashingtonAttorneysGeneralOfficeMember 2020-12-01 2020-12-31 0000018926 lumn:PenaltiesImposedByWUTCMember 2020-12-01 2020-12-31 0000018926 lumn:LatinAmericanTaxLitiga,Legal proceedings or litigation text evidence.
Lumen Technologies,18926,D03,Regulatory investigations,,TEXT_QUAL,https://www.sec.gov/Archives/edgar/data/18926/000001892626000014/lumn-20251231.htm,/Users/lyuhongwang/Documents/SEC_metrics/evidence/accession_materials/lumen_technologies_18926_000001892626000014/lumn-20251231.htm,0000018926-26-000014,Regulatory investigation keywords,er lumn:MidMarketEnterpriseMember lumn:BusinessSegmentMember 2025-01-01 2025-12-31 0000018926 us-gaap:OperatingSegmentsMember lumn:NurtureMember lumn:MidMarketEnterpriseMember lumn:BusinessSegmentMember 2025-01-01 2025-12-31 0000018926 us-gaap:OperatingSegmentsMember lumn:HarvestMember lumn:MidMarketEnterpriseMember lumn:BusinessSegmentMember 2025-01-01 2025-12-31 0000018926 us-gaap:OperatingSegmentsMember lumn:OtherMember lumn:MidMarketEnterpriseMember lumn:BusinessSegmentMember 2025-01-01 2025-12-31 0000018926 us-gaap:OperatingSegmentsMember lumn:MidMarketEnterpriseMember lumn:BusinessSegmentMember 2025-01-01 2025-12-31 0000018926 us-gaap:OperatingSegmentsMember lumn:GrowMember lumn:PublicSectorMember lumn:BusinessSegmentMember 2025-01-01 2025-12-31 0000018926 us-gaap:OperatingSegmentsMember lumn:NurtureMember lumn:PublicSectorMember lumn:BusinessSegmentMember 2025-01-01 2025-12-31 0000018926 us-gaap:OperatingSegmentsMember lumn:HarvestMember lumn:PublicSectorMember lumn:BusinessSegmentMember 2025-01-01 2025-12-31 0000018926 us-gaap:OperatingSegmentsMember lumn:OtherMember lumn:PublicSectorMember lumn:BusinessSegmentMember 2025-01-01 2025-12-31 0000018926 us-gaap:OperatingSegmentsMember lumn:PublicSectorMember lumn:BusinessSegmentMember 2025-01-01 2025-12-31 0000018926 us-gaap:OperatingSegmentsMember lumn:GrowMember lumn:WholesaleMember lumn:BusinessSegmentMember 2025-01-01 2025,Keyword scan across risk/legal text.
Lumen Technologies,18926,D04,Going concern statements,,TEXT_QUAL,https://www.sec.gov/Archives/edgar/data/18926/000001892626000014/lumn-20251231.htm,/Users/lyuhongwang/Documents/SEC_metrics/evidence/accession_materials/lumen_technologies_18926_000001892626000014/lumn-20251231.htm,0000018926-26-000014,Going concern,未披露持续经营疑虑,No going-concern doubt phrase found in 10-K text.
Macy's,794367,D01,Risk factors summary,,TEXT_QUAL,https://www.sec.gov/Archives/edgar/data/794367/000162828026021721/m-20260131.htm,/Users/lyuhongwang/Documents/SEC_metrics/evidence/accession_materials/macy_s_794367_000162828026021721/m-20260131.htm,0001628280-26-021721,Item 1A Risk Factors,"ates of the registrant as of the last business day of the registrant's most recently completed second fiscal quarter (August 1, 2025) was approximately $ 3,307,905,601 . Indicate the number of shares outstanding of each of the issuer's classes of common stock, as of the latest practicable date. Class Outstanding at February 28, 2026 Common Stock, $.01 par value per share 263,739,490 shares DOCUMENTS INCORPORATED BY REFERENCE Document Parts Into Which Incorporated Proxy Statement for the Annual Meeting of Stockholders to be held May 15, 2026 Part III Auditor Firm ID: 185 Auditor Name: KPMG LLP Auditor Location: Cincinnati, OH Table of Contents TABLE OF CONTENTS Page PART I Item 1. Business 3 Item 1A. Risk Factors 7 Item 1B. Unresolved Staff Comments 17 Item 1C. Cybersecurity 17 Item 2. Properties 19 Item 3. Legal Proceedings 20 Item 4. Mine Safety Disclosures 20 PART II Item 5. Market for Registrant's Common Equity, Related Stockholder Matters and Issuer Purchases of Equity Securities 21 Item 6. [Reserved] 21 Item 7. Management's Discussion and Analysis of Financial Condition and Results of Operations 22 Item 7A. Quantitative and Qualitative Disclosures About Market Risk 33 Item 8. Financial Statements and Supplementary Data 33 Item 9. Changes in and Disagreements With Accountants on Accounting and Financial Disclosure 69 Item 9A. Controls and Procedures 69 Item 9B. Other Information 69 Item 9C. Dis",Risk factor heading or theme evidence.
Macy's,794367,D02,Litigation disclosures,,TEXT_QUAL,https://www.sec.gov/Archives/edgar/data/794367/000162828026021721/m-20260131.htm,/Users/lyuhongwang/Documents/SEC_metrics/evidence/accession_materials/macy_s_794367_000162828026021721/m-20260131.htm,0001628280-26-021721,Item 3 / litigation,"uarter (August 1, 2025) was approximately $ 3,307,905,601 . Indicate the number of shares outstanding of each of the issuer's classes of common stock, as of the latest practicable date. Class Outstanding at February 28, 2026 Common Stock, $.01 par value per share 263,739,490 shares DOCUMENTS INCORPORATED BY REFERENCE Document Parts Into Which Incorporated Proxy Statement for the Annual Meeting of Stockholders to be held May 15, 2026 Part III Auditor Firm ID: 185 Auditor Name: KPMG LLP Auditor Location: Cincinnati, OH Table of Contents TABLE OF CONTENTS Page PART I Item 1. Business 3 Item 1A. Risk Factors 7 Item 1B. Unresolved Staff Comments 17 Item 1C. Cybersecurity 17 Item 2. Properties 19 Item 3. Legal Proceedings 20 Item 4. Mine Safety Disclosures 20 PART II Item 5. Market for Registrant's Common Equity, Related Stockholder Matters and Issuer Purchases of Equity Securities 21 Item 6. [Reserved] 21 Item 7. Management's Discussion and Analysis of Financial Condition and Results of Operations 22 Item 7A. Quantitative and Qualitative Disclosures About Market Risk 33 Item 8. Financial Statements and Supplementary Data 33 Item 9. Changes in and Disagreements With Accountants on Accounting and Financial Disclosure 69 Item 9A. Controls and Procedures 69 Item 9B. Other Information 69 Item 9C. Disclosure Regarding Foreign Jurisdictions that Prevent Inspections 69 PART III Item 10. Directors, Executive Officer",Legal proceedings or litigation text evidence.
Macy's,794367,D03,Regulatory investigations,,TEXT_QUAL,https://www.sec.gov/Archives/edgar/data/794367/000162828026021721/m-20260131.htm,/Users/lyuhongwang/Documents/SEC_metrics/evidence/accession_materials/macy_s_794367_000162828026021721/m-20260131.htm,0001628280-26-021721,Regulatory investigation keywords,enPointSixPercentSeniorDebenturesDueTwoThousandTwentyFiveMember m:CurrentPortionOfOtherLongTermObligationsMember 2025-02-01 0000794367 m:SixPointSevenNinePercentSeniorDebenturesDueTwoThousandTwentySevenMember 2025-02-01 0000794367 m:SixPointSevenNinePercentSeniorDebenturesDueTwoThousandTwentySevenMember 2026-01-31 0000794367 m:SixPointSevenPercentSeniorDebenturesDueTwoThousandTwentyEightMember 2026-01-31 0000794367 m:SixPointSevenPercentSeniorDebenturesDueTwoThousandTwentyEightMember 2025-02-01 0000794367 m:SevenPercentSeniorDebenturesDueTwoThousandTwentyEightMember 2025-02-01 0000794367 m:SevenPercentSeniorDebenturesDueTwoThousandTwentyEightMember 2026-01-31 0000794367 m:SixPointSevenSeniorSecuredDebenturesDueTwoThousandTwentyEightMember 2025-02-01 0000794367 m:SixPointSevenSeniorSecuredDebenturesDueTwoThousandTwentyEightMember 2026-01-31 0000794367 m:EightPointSevenFiveSeniorSecuredDebenturesDueTwoThousandTwentyNineMember 2026-01-31 0000794367 m:EightPointSevenFiveSeniorSecuredDebenturesDueTwoThousandTwentyNineMember 2025-02-01 0000794367 m:SixPointNineSeniorSecuredDebenturesDueTwoThousandTwentyNineMember 2026-01-31 0000794367 m:SixPointNineSeniorSecuredDebenturesDueTwoThousandTwentyNineMember 2025-02-01 0000794367 m:FivePointEightSevenFivePercentSeniorNotesDueTwoThousandTwentyNineMember 2026-01-31 0000794367 m:FivePointEightSevenFivePercentSeniorNotesDueTwoThousandTwentyNineMem,Keyword scan across risk/legal text.
Macy's,794367,D04,Going concern statements,,TEXT_QUAL,https://www.sec.gov/Archives/edgar/data/794367/000162828026021721/m-20260131.htm,/Users/lyuhongwang/Documents/SEC_metrics/evidence/accession_materials/macy_s_794367_000162828026021721/m-20260131.htm,0001628280-26-021721,Going concern,未披露持续经营疑虑,No going-concern doubt phrase found in 10-K text.
Paramount Skydance / Paramount Global,2041610,D01,Risk factors summary,,TEXT_QUAL,https://www.sec.gov/Archives/edgar/data/2041610/000114036126016758/ef20071103_10ka.htm,/Users/lyuhongwang/Documents/SEC_metrics/evidence/accession_materials/paramount_skydance_paramount_global_2041610_000114036126016758/ef20071103_10ka.htm,0001140361-26-016758,Item 1A Risk Factors,"forward-looking statements. These forward-looking statements reflect our current expectations concerning future results and events; can generally be identified by the use of statements that include phrases such as “believe,” “expect,” “anticipate,” “intend,” “plan,” “foresee,” “likely,” “will,” “may,” “could,” “estimate” or other similar words or phrases; and involve known and unknown risks, uncertainties and other factors that are difficult to predict and which may cause our actual results, performance or achievements to be different from any future results, performance or achievements expressed or implied by these statements. These risks, uncertainties and other factors are discussed in “Item 1A. Risk Factors” in our Initial Form 10-K. Other risks, uncertainties or other factors, or updates to those discussed herein, may be described in our other filings with the SEC, including our reports on Form 10-Q and Form 8-K, press releases, public conference calls, webcasts, our social media and blog posts and on our website at paramount.com (under Investors). Information included on or accessible through our website is not intended to be incorporated into this Amendment. There may be additional risks, uncertainties and other factors that we do not currently view as material or that are not known. The forward-looking statements included in this Amendment are made only as of the date hereof, and we do not",Risk factor heading or theme evidence.
Paramount Skydance / Paramount Global,2041610,D02,Litigation disclosures,,TEXT_QUAL,https://www.sec.gov/Archives/edgar/data/2041610/000114036126016758/ef20071103_10ka.htm,/Users/lyuhongwang/Documents/SEC_metrics/evidence/accession_materials/paramount_skydance_paramount_global_2041610_000114036126016758/ef20071103_10ka.htm,0001140361-26-016758,Item 3 / litigation,"“we,” “us” and “our” refer to Paramount Skydance Corporation and its consolidated subsidiaries, unless the context otherwise requires. CAUTIONARY NOTE CONCERNING FORWARD-LOOKING STATEMENTS This Amendment contains both historical and forward-looking statements, including statements related to our future financial results and performance, potential achievements and transactions (including in connection with the Company’s pending merger with Warner Bros. Discovery, Inc.) and their expected benefits, and industry trends and developments. All statements that are not statements of historical fact are, or may be deemed to be, forward-looking statements within the meaning of the Private Securities Litigation Reform Act of 1995. Similarly, statements that describe our objectives, plans or goals are or may be forward-looking statements. These forward-looking statements reflect our current expectations concerning future results and events; can generally be identified by the use of statements that include phrases such as “believe,” “expect,” “anticipate,” “intend,” “plan,” “foresee,” “likely,” “will,” “may,” “could,” “estimate” or other similar words or phrases; and involve known and unknown risks, uncertainties and other factors that are difficult to predict and which may cause our actual results, performance or achievements to be different from any future results, performance or achievements expr",Legal proceedings or litigation text evidence.
Paramount Skydance / Paramount Global,2041610,D03,Regulatory investigations,,TEXT_QUAL,https://www.sec.gov/Archives/edgar/data/2041610/000114036126016758/ef20071103_10ka.htm,/Users/lyuhongwang/Documents/SEC_metrics/evidence/accession_materials/paramount_skydance_paramount_global_2041610_000114036126016758/ef20071103_10ka.htm,0001140361-26-016758,Regulatory investigation keywords,"false 12-31 2025 FY 0002041610 0002041610 2025-01-01 2025-12-31 0002041610 us-gaap:CommonClassBMember 2025-06-30 0002041610 us-gaap:CommonClassAMember 2025-06-30 0002041610 us-gaap:CommonClassBMember 2026-02-20 0002041610 us-gaap:CommonClassAMember 2026-02-20 iso4217:USD xbrli:shares UNITED STATES SECURITIES AND EXCHANGE COMMISSION Washington, D.C. 20549 FORM 10-K/A (Amendment No. 1) ☒ ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For fiscal year ended December 31, 2025 OR ☐ TRANSITION REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 Commission File Number 001-42791 Paramount Skydance Corporation (Exact name of registrant as specified in its charter) Delaware 99-3917985 (State or other jurisdiction of incorporation or organization) (I.R.S. Employer Identification No.) 1515 Broadway New York , New York 10036 ( 212 ) 258-6000 (Address, including zip code, and telephone numbers, including area code, of registrant’s principa",Keyword scan across risk/legal text.
Paramount Skydance / Paramount Global,2041610,D04,Going concern statements,,TEXT_QUAL,https://www.sec.gov/Archives/edgar/data/2041610/000114036126016758/ef20071103_10ka.htm,/Users/lyuhongwang/Documents/SEC_metrics/evidence/accession_materials/paramount_skydance_paramount_global_2041610_000114036126016758/ef20071103_10ka.htm,0001140361-26-016758,Going concern,未披露持续经营疑虑,No going-concern doubt phrase found in 10-K text.
Paramount Skydance / Paramount Global,813828,D01,Risk factors summary,,TEXT_QUAL,https://www.sec.gov/Archives/edgar/data/813828/000119312525096776/d886907d10ka.htm,/Users/lyuhongwang/Documents/SEC_metrics/evidence/accession_materials/paramount_skydance_paramount_global_813828_000119312525096776/d886907d10ka.htm,0001193125-25-096776,Item 1A Risk Factors,"forward-looking statements. These forward-looking statements reflect our current expectations concerning future results and events; generally can be identified by the use of statements that include phrases such as “believe,” “expect,” “anticipate,” “intend,” “plan,” “foresee,” “likely,” “will,” “may,” “could,” “estimate” or other similar words or phrases; and involve known and unknown risks, uncertainties and other factors that are difficult to predict and which may cause our actual results, performance or achievements to be different from any future results, performance or achievements expressed or implied by these statements. These risks, uncertainties and other factors are discussed in “Item 1A. Risk Factors” in our Initial Form 10-K. Other risks, uncertainties or other factors, or updates to those discussed herein, may be described in our other filings with the SEC, including our reports on Form 10-Q and Form 8-K, press releases, public conference calls, webcasts, our social media and blog posts and on our website at paramount.com . There may be additional risks, uncertainties and other factors that we do not currently view as material or that are not known. The forward-looking statements included in this Amendment are made only as of the date of this Amendment, and we do not undertake any obligation to publicly update any forward-looking statements to reflect subsequent events or circumstance",Risk factor heading or theme evidence.
Paramount Skydance / Paramount Global,813828,D02,Litigation disclosures,,TEXT_QUAL,https://www.sec.gov/Archives/edgar/data/813828/000119312525096776/d886907d10ka.htm,/Users/lyuhongwang/Documents/SEC_metrics/evidence/accession_materials/paramount_skydance_paramount_global_813828_000119312525096776/d886907d10ka.htm,0001193125-25-096776,Item 3 / litigation,"tatement. Except as explicitly set forth herein, this Amendment does not otherwise change, modify or update the disclosures in, or exhibits to, the Initial Form 10-K. References in this document to “Paramount,” the “Company,” “we,” “us” and “our” refer to Paramount Global and its consolidated subsidiaries, unless the context otherwise requires. CAUTIONARY NOTE CONCERNING FORWARD-LOOKING STATEMENTS This Amendment contains both historical and forward-looking statements, including statements related to our future results and performance. All statements that are not statements of historical fact are, or may be deemed to be, forward-looking statements within the meaning of the Private Securities Litigation Reform Act of 1995. Similarly, statements that describe our objectives, plans or goals are or may be forward-looking statements. These forward-looking statements reflect our current expectations concerning future results and events; generally can be identified by the use of statements that include phrases such as “believe,” “expect,” “anticipate,” “intend,” “plan,” “foresee,” “likely,” “will,” “may,” “could,” “estimate” or other similar words or phrases; and involve known and unknown risks, uncertainties and other factors that are difficult to predict and which may cause our actual results, performance or achievements to be different from any future results, performance or achievements expr",Legal proceedings or litigation text evidence.
Paramount Skydance / Paramount Global,813828,D03,Regulatory investigations,,TEXT_QUAL,https://www.sec.gov/Archives/edgar/data/813828/000119312525096776/d886907d10ka.htm,/Users/lyuhongwang/Documents/SEC_metrics/evidence/accession_materials/paramount_skydance_paramount_global_813828_000119312525096776/d886907d10ka.htm,0001193125-25-096776,Regulatory investigation keywords,"10-K/A Table of Contents 0000813828 true FY 0000813828 2024-01-01 2024-12-31 0000813828 2024-06-28 0000813828 us-gaap:CommonClassAMember 2024-01-01 2024-12-31 0000813828 us-gaap:CommonClassBMember 2024-01-01 2024-12-31 0000813828 us-gaap:CommonClassBMember 2025-02-21 0000813828 us-gaap:CommonClassAMember 2025-02-21 iso4217:USD xbrli:shares UNITED STATES SECURITIES AND EXCHANGE COMMISSION Washington, D.C. 20549 FORM 10-K/A (Amendment No. 1) ☒ ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For fiscal year ended December 31 , 2024 OR ☐ TRANSITION REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 Commission File Number 001-09553 Paramount Global (Exact name of registrant as specified in its charter) Delaware 04-2949533 (State or other jurisdiction of incorporation or organization) (I.R.S. Employer Identification No.) 1515 Broadway New York , New York 10036 ( 212 ) 258-6000 (Address, including zip code, and telephone numbers, including area code, of registrant’s principal executive o",Keyword scan across risk/legal text.
Paramount Skydance / Paramount Global,813828,D04,Going concern statements,,TEXT_QUAL,https://www.sec.gov/Archives/edgar/data/813828/000119312525096776/d886907d10ka.htm,/Users/lyuhongwang/Documents/SEC_metrics/evidence/accession_materials/paramount_skydance_paramount_global_813828_000119312525096776/d886907d10ka.htm,0001193125-25-096776,Going concern,未披露持续经营疑虑,No going-concern doubt phrase found in 10-K text.
Enphase Energy,1463101,D01,Risk factors summary,,TEXT_QUAL,https://www.sec.gov/Archives/edgar/data/1463101/000146310126000013/enph-20251231.htm,/Users/lyuhongwang/Documents/SEC_metrics/evidence/accession_materials/enphase_energy_1463101_000146310126000013/enph-20251231.htm,0001463101-26-000013,Item 1A Risk Factors,"of the registrant on June 30, 2025, based upon the closing price of $39.65 of the registrant’s common stock as reported on the Nasdaq Global Market, was approximately $ 3.0 billion. As of February 5, 2026, there were 131,098,819 shares of the registrant’s common stock outstanding. DOCUMENTS INCORPORATED BY REFERENCE Portions of the registrant’s Proxy Statement for the 2026 Annual Meeting of Stockholders to be filed with the Securities and Exchange Commission within 120 days after the end of the registrant’s fiscal year ended December 31, 2025 are incorporated by reference into Part III of this Annual Report on Form 10-K . Enphase Energy, Inc. Table of Contents Page PART I Item 1. Business 6 Item 1A. Risk Factors 17 Item 1B. Unresolved Staff Comments 44 Item 1C. Cybersecurity 44 Item 2. Properties 45 Item 3. Legal Proceedings 46 Item 4. Mine Safety Disclosures 47 PART II Item 5. Market for the Registrant’s Common Equity, Related Stockholder Matters and Issuer Purchases of Equity Securities 47 Item 6. [Reserved] 49 Item 7. Management’s Discussion and Analysis of Financial Condition and Results of Operations 49 Item 7A. Quantitative and Qualitative Disclosures About Market Risk 63 Item 8. Financial Statements and Supplementary Data 64 Item 9. Changes in and Disagreements with Accountants on Accounting and Financial Disclosure 116 Item 9A. Controls and Procedures 116 Item 9B. Other Information 116 Item",Risk factor heading or theme evidence.
Enphase Energy,1463101,D02,Litigation disclosures,,TEXT_QUAL,https://www.sec.gov/Archives/edgar/data/1463101/000146310126000013/enph-20251231.htm,/Users/lyuhongwang/Documents/SEC_metrics/evidence/accession_materials/enphase_energy_1463101_000146310126000013/enph-20251231.htm,0001463101-26-000013,Item 3 / litigation,"reported on the Nasdaq Global Market, was approximately $ 3.0 billion. As of February 5, 2026, there were 131,098,819 shares of the registrant’s common stock outstanding. DOCUMENTS INCORPORATED BY REFERENCE Portions of the registrant’s Proxy Statement for the 2026 Annual Meeting of Stockholders to be filed with the Securities and Exchange Commission within 120 days after the end of the registrant’s fiscal year ended December 31, 2025 are incorporated by reference into Part III of this Annual Report on Form 10-K . Enphase Energy, Inc. Table of Contents Page PART I Item 1. Business 6 Item 1A. Risk Factors 17 Item 1B. Unresolved Staff Comments 44 Item 1C. Cybersecurity 44 Item 2. Properties 45 Item 3. Legal Proceedings 46 Item 4. Mine Safety Disclosures 47 PART II Item 5. Market for the Registrant’s Common Equity, Related Stockholder Matters and Issuer Purchases of Equity Securities 47 Item 6. [Reserved] 49 Item 7. Management’s Discussion and Analysis of Financial Condition and Results of Operations 49 Item 7A. Quantitative and Qualitative Disclosures About Market Risk 63 Item 8. Financial Statements and Supplementary Data 64 Item 9. Changes in and Disagreements with Accountants on Accounting and Financial Disclosure 116 Item 9A. Controls and Procedures 116 Item 9B. Other Information 116 Item 9C. Disclosure Regarding Foreign Jurisdictions that Prevent Inspections 116 PART III Item 10. Directors, Executive",Legal proceedings or litigation text evidence.
