audit_id,source_bucket,company,metric_id,metric_name,value,unit,status,source_class,period_start,period_end,accession,concept_or_section,context_or_dimension,evidence_value,evidence_unit,evidence_quote,audit_verdict,audit_notes
AUDIT_59,DIM_XBRL,JPMorgan Chase,A02,CET1 ratio,0.146,pure,DIM_XBRL_OK,DIM_XBRL,2025-01-01,2025-12-31,0001628280-26-008131,CommonEquityTier1CapitaltoRiskWeightedAssets,srt:ConsolidatedEntitiesAxis=srt:ParentCompanyMember;us-gaap:RiskWeightedAssetsCalculationMethodologyAxis=jpm:BaselIIIStandardizedMember,0.146,pure,CommonEquityTier1CapitaltoRiskWeightedAssets unit=pure context=c-2053 dimensions=srt:ConsolidatedEntitiesAxis=srt:ParentCompanyMember;us-gaap:RiskWeightedAssetsCalculationMethodologyAxis=jpm:BaselIIIStandardizedMember value=0.146,PASS,Candidate Result and all evidence rows are bound.
AUDIT_60,STD_XBRL,JPMorgan Chase,A08,Fee income vs interest income,0.9115807340506899405928145595,ratio,OK,STD_XBRL,2025-01-01,2025-12-31,0001628280-26-008131;0001628280-26-008131,NoninterestIncome+InterestIncomeExpenseNet,companyfacts:USD:CY2025;companyfacts:USD:CY2025,0.9115807340506899405928145595,ratio,NoninterestIncome / InterestIncomeExpenseNet; components=NoninterestIncome=87004000000;InterestIncomeExpenseNet=95443000000,PASS,Candidate Result and all evidence rows are bound.
AUDIT_61,STD_XBRL,JPMorgan Chase,A10,Loan loss reserves,0.01828725144704575539159843992,ratio,OK,STD_XBRL,2025-12-31,2025-12-31,0001628280-26-008131;0001628280-26-008131,FinancingReceivableAllowanceForCreditLossExcludingAccruedInterest+FinancingReceivableExcludingAccruedInterestBeforeAllowanceForCreditLoss,companyfacts:USD:;companyfacts:USD:,0.01828725144704575539159843992,ratio,FinancingReceivableAllowanceForCreditLossExcludingAccruedInterest / FinancingReceivableExcludingAccruedInterestBeforeAllowanceForCreditLoss; components=FinancingReceivableAllowanceForCreditLossExcludingAccruedInterest=25765000000;FinancingReceivableExcludingAccruedInterestBeforeAllowanceForCreditLoss=1408905000000,PASS,Candidate Result and all evidence rows are bound.
AUDIT_62,DERIVED,JPMorgan Chase,A05,ROA,0.01353819078340816975991354239,ratio,OK,DERIVED,2025-01-01,2025-12-31,0001628280-26-008131;0001628280-26-008131;0000019617-25-000270,NetIncomeLoss+Assets+Assets,companyfacts:USD:;companyfacts:USD:;companyfacts:USD:,0.01353819078340816975991354239,ratio,net income / average total assets; components=NetIncomeLoss=57048000000;Assets=4424900000000;Assets=4002814000000,PASS,Candidate Result and all evidence rows are bound.
AUDIT_63,DERIVED,JPMorgan Chase,A06,ROE,0.1613357541615054383791763528,ratio,OK,DERIVED,2025-01-01,2025-12-31,0001628280-26-008131;0001628280-26-008131;0000019617-25-000270,NetIncomeLoss+StockholdersEquity+StockholdersEquity,companyfacts:USD:;companyfacts:USD:;companyfacts:USD:,0.1613357541615054383791763528,ratio,net income / average shareholders' equity; components=NetIncomeLoss=57048000000;StockholdersEquity=362438000000;StockholdersEquity=344758000000,PASS,Candidate Result and all evidence rows are bound.
AUDIT_64,DERIVED,JPMorgan Chase,A07,Net income trends,-1423000000,USD,OK,DERIVED,2025-01-01,2025-12-31,0001628280-26-008131;0000019617-25-000270,NetIncomeLoss+NetIncomeLoss,companyfacts:USD:;companyfacts:USD:,-1423000000,USD,NetIncome_t - NetIncome_t-1; components=NetIncomeLoss=57048000000;NetIncomeLoss=58471000000,PASS,Candidate Result and all evidence rows are bound.
AUDIT_65,8K_ITEM,JPMorgan Chase,C01,CEO / CFO changes,3,count,8K_ITEM_OK,8K_ITEM,2025-01-01,2025-12-31,0000019617-25-000056;0000019617-25-001100;0001193125-25-006009,8-K Item 5.02,FY window,3;3;3,count;count;count,8-K item 5.02 parsed from hdr.sgml | 8-K item 5.02 parsed from hdr.sgml | 8-K item 5.02 parsed from hdr.sgml,PASS,Candidate Result and all evidence rows are bound.
AUDIT_66,8K_ITEM,JPMorgan Chase,E01,M&A announcements,0,count,NOT_AVAILABLE_SEC,8K_ITEM,2025-01-01,2025-12-31,0000019617-25-000040;0000019617-25-000042;0000019617-25-000056;0000019617-25-000332;0000019617-25-000334;0000019617-25-000483;0000019617-25-000485;0000019617-25-000509;0000019617-25-000510;0000019617-25-000518;0000019617-25-000520;0000019617-25-000907;0000019617-25-001100;0001193125-25-006009;0001193125-25-012230;0001193125-25-013396;0001193125-25-020070;0001193125-25-078015;0001193125-25-089203;0001193125-25-163423;0001193125-25-246803;0001628280-25-044845;0001628280-25-044887,8-K Item 1.01/2.01/8.01,FY-window 8-K accessions scanned,0,count,FY-window 8-K scanned; no M&A item rule matched.,PASS,Candidate Result and all evidence rows are bound.
AUDIT_67,8K_ITEM,JPMorgan Chase,E02,Bankruptcy filings,0,count,NOT_AVAILABLE_SEC,8K_ITEM,2025-01-01,2025-12-31,0000019617-25-000040;0000019617-25-000042;0000019617-25-000056;0000019617-25-000332;0000019617-25-000334;0000019617-25-000483;0000019617-25-000485;0000019617-25-000509;0000019617-25-000510;0000019617-25-000518;0000019617-25-000520;0000019617-25-000907;0000019617-25-001100;0001193125-25-006009;0001193125-25-012230;0001193125-25-013396;0001193125-25-020070;0001193125-25-078015;0001193125-25-089203;0001193125-25-163423;0001193125-25-246803;0001628280-25-044845;0001628280-25-044887,8-K Item 1.03,FY-window 8-K accessions scanned,0,count,No Item 1.03 in FY-window 8-K; zero is normal.,PASS,Candidate Result and all evidence rows are bound.
AUDIT_68,8K_ITEM,JPMorgan Chase,E03,Leadership departures,3,count,8K_ITEM_OK,8K_ITEM,2025-01-01,2025-12-31,0000019617-25-000056;0000019617-25-001100;0001193125-25-006009,8-K Item 5.02,FY window,3;3;3,count;count;count,8-K item 5.02 parsed from hdr.sgml | 8-K item 5.02 parsed from hdr.sgml | 8-K item 5.02 parsed from hdr.sgml,PASS,Candidate Result and all evidence rows are bound.
AUDIT_69,8K_ITEM,JPMorgan Chase,E04,Financial restatements,0,count,NOT_AVAILABLE_SEC,8K_ITEM,2025-01-01,2025-12-31,0000019617-25-000040;0000019617-25-000042;0000019617-25-000056;0000019617-25-000332;0000019617-25-000334;0000019617-25-000483;0000019617-25-000485;0000019617-25-000509;0000019617-25-000510;0000019617-25-000518;0000019617-25-000520;0000019617-25-000907;0000019617-25-001100;0001193125-25-006009;0001193125-25-012230;0001193125-25-013396;0001193125-25-020070;0001193125-25-078015;0001193125-25-089203;0001193125-25-163423;0001193125-25-246803;0001628280-25-044845;0001628280-25-044887,8-K Item 4.02,FY-window 8-K accessions scanned,0,count,FY-window 8-K scanned; no item 4.02 found.,PASS,Candidate Result and all evidence rows are bound.
AUDIT_70,8K_ITEM,JPMorgan Chase,E05,Material agreements,0,count,NOT_AVAILABLE_SEC,8K_ITEM,2025-01-01,2025-12-31,0000019617-25-000040;0000019617-25-000042;0000019617-25-000056;0000019617-25-000332;0000019617-25-000334;0000019617-25-000483;0000019617-25-000485;0000019617-25-000509;0000019617-25-000510;0000019617-25-000518;0000019617-25-000520;0000019617-25-000907;0000019617-25-001100;0001193125-25-006009;0001193125-25-012230;0001193125-25-013396;0001193125-25-020070;0001193125-25-078015;0001193125-25-089203;0001193125-25-163423;0001193125-25-246803;0001628280-25-044845;0001628280-25-044887,8-K Item 1.01,FY-window 8-K accessions scanned,0,count,FY-window 8-K scanned; no item 1.01 found.,PASS,Candidate Result and all evidence rows are bound.
AUDIT_71,STD_XBRL,Salesforce,B01,Revenue,41525000000,USD,OK,STD_XBRL,2025-02-01,2026-01-31,0001108524-26-000060,RevenueFromContractWithCustomerExcludingAssessedTax,companyfacts:USD:CY2025,41525000000,USD,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax unit=USD accn=0001108524-26-000060 filed=2026-03-02,PASS,Candidate Result and all evidence rows are bound.
AUDIT_72,DERIVED,Salesforce,B02,Revenue YoY growth,0.09579100145137880986937590711,ratio,OK,DERIVED,2025-02-01,2026-01-31,0001108524-26-000060;0001108524-25-000006,RevenueFromContractWithCustomerExcludingAssessedTax+RevenueFromContractWithCustomerExcludingAssessedTax,companyfacts:USD:CY2025;companyfacts:USD:,0.09579100145137880986937590711,ratio,(Revenue_t - Revenue_t-1) / Revenue_t-1; components=RevenueFromContractWithCustomerExcludingAssessedTax=41525000000;RevenueFromContractWithCustomerExcludingAssessedTax=37895000000,PASS,Candidate Result and all evidence rows are bound.
AUDIT_73,DERIVED,Salesforce,B03,EBITDA margin,0.2295243829018663455749548465,ratio,OK,DERIVED,2025-02-01,2026-01-31,0001108524-26-000060;0001108524-26-000060;0001108524-26-000060,OperatingIncomeLoss+DepreciationDepletionAndAmortization+RevenueFromContractWithCustomerExcludingAssessedTax,companyfacts:USD:CY2025;companyfacts:USD:CY2025;companyfacts:USD:CY2025,0.2295243829018663455749548465,ratio,(Operating income + D&A) / revenue; components=OperatingIncomeLoss=8331000000;DepreciationDepletionAndAmortization=1200000000;RevenueFromContractWithCustomerExcludingAssessedTax=41525000000,PASS,Candidate Result and all evidence rows are bound.
AUDIT_74,STD_XBRL,Salesforce,B04,Net income,7457000000,USD,OK,STD_XBRL,2025-02-01,2026-01-31,0001108524-26-000060,NetIncomeLoss,companyfacts:USD:,7457000000,USD,us-gaap:NetIncomeLoss unit=USD accn=0001108524-26-000060 filed=2026-03-02,PASS,Candidate Result and all evidence rows are bound.
AUDIT_75,DERIVED,Salesforce,B05,Free cash flow,14402000000,USD,OK,DERIVED,2025-02-01,2026-01-31,0001108524-26-000060;0001108524-26-000060,NetCashProvidedByUsedInOperatingActivities+PaymentsToAcquirePropertyPlantAndEquipment,companyfacts:USD:CY2025;companyfacts:USD:CY2025,14402000000,USD,operating cash flow - capital expenditures; components=NetCashProvidedByUsedInOperatingActivities=14996000000;PaymentsToAcquirePropertyPlantAndEquipment=594000000,PASS,Candidate Result and all evidence rows are bound.
AUDIT_76,DERIVED,Salesforce,B07,Interest coverage ratio,25.71296296296296296296296296,ratio,OK,DERIVED,2025-02-01,2026-01-31,0001108524-26-000060;0001108524-26-000060,OperatingIncomeLoss+InterestExpenseDebt,companyfacts:USD:CY2025;companyfacts:USD:CY2025,25.71296296296296296296296296,ratio,operating income / interest expense; components=OperatingIncomeLoss=8331000000;InterestExpenseDebt=324000000,PASS,Candidate Result and all evidence rows are bound.
AUDIT_77,DERIVED,Salesforce,B08,Current ratio,0.7603319144350449916482569104,ratio,OK,DERIVED,2026-01-31,2026-01-31,0001108524-26-000060;0001108524-26-000060,AssetsCurrent+LiabilitiesCurrent,companyfacts:USD:;companyfacts:USD:,0.7603319144350449916482569104,ratio,current assets / current liabilities; components=AssetsCurrent=28222000000;LiabilitiesCurrent=37118000000,PASS,Candidate Result and all evidence rows are bound.
AUDIT_78,STD_XBRL,Salesforce,B09,Cash reserves,7327000000,USD,OK,STD_XBRL,2026-01-31,2026-01-31,0001108524-26-000060,CashAndCashEquivalentsAtCarryingValue,companyfacts:USD:,7327000000,USD,us-gaap:CashAndCashEquivalentsAtCarryingValue unit=USD accn=0001108524-26-000060 filed=2026-03-02,PASS,Candidate Result and all evidence rows are bound.
AUDIT_79,DIM_XBRL,Salesforce,B12,ARR / churn or RPO substitute,72400000000,USD,DIM_XBRL_OK,DIM_XBRL,2025-02-01,2026-01-31,0001108524-26-000060,RevenueRemainingPerformanceObligation,c-4,72400000000,USD,RevenueRemainingPerformanceObligation unit=iso4217:USD context=c-4 value=72400000000,PASS,Candidate Result and all evidence rows are bound.
AUDIT_80,8K_ITEM,Salesforce,C01,CEO / CFO changes,3,count,8K_ITEM_OK,8K_ITEM,2025-02-01,2026-01-31,0001108524-25-000033;0001108524-25-000040;0001193125-25-020881,8-K Item 5.02,FY window,3;3;3,count;count;count,8-K item 5.02 parsed from hdr.sgml | 8-K item 5.02 parsed from hdr.sgml | 8-K item 5.02 parsed from hdr.sgml,PASS,Candidate Result and all evidence rows are bound.
AUDIT_81,8K_ITEM,Salesforce,E01,M&A announcements,1,count,8K_ITEM_OK,8K_ITEM,2025-02-01,2026-01-31,0001193125-25-145772,8-K Item 1.01/2.01/8.01,FY-window 8-K accessions scanned,1,count,8-K item 1.01 parsed from hdr.sgml,PASS,Candidate Result and all evidence rows are bound.
AUDIT_82,8K_ITEM,Salesforce,E02,Bankruptcy filings,0,count,NOT_AVAILABLE_SEC,8K_ITEM,2025-02-01,2026-01-31,0001108524-25-000002;0001108524-25-000027;0001108524-25-000033;0001108524-25-000040;0001108524-25-000083;0001108524-25-000168;0001108524-25-000207;0001108524-25-000234;0001193125-25-020881;0001193125-25-126271;0001193125-25-145772,8-K Item 1.03,FY-window 8-K accessions scanned,0,count,No Item 1.03 in FY-window 8-K; zero is normal.,PASS,Candidate Result and all evidence rows are bound.
AUDIT_83,8K_ITEM,Salesforce,E03,Leadership departures,3,count,8K_ITEM_OK,8K_ITEM,2025-02-01,2026-01-31,0001108524-25-000033;0001108524-25-000040;0001193125-25-020881,8-K Item 5.02,FY window,3;3;3,count;count;count,8-K item 5.02 parsed from hdr.sgml | 8-K item 5.02 parsed from hdr.sgml | 8-K item 5.02 parsed from hdr.sgml,PASS,Candidate Result and all evidence rows are bound.
AUDIT_84,8K_ITEM,Salesforce,E04,Financial restatements,0,count,NOT_AVAILABLE_SEC,8K_ITEM,2025-02-01,2026-01-31,0001108524-25-000002;0001108524-25-000027;0001108524-25-000033;0001108524-25-000040;0001108524-25-000083;0001108524-25-000168;0001108524-25-000207;0001108524-25-000234;0001193125-25-020881;0001193125-25-126271;0001193125-25-145772,8-K Item 4.02,FY-window 8-K accessions scanned,0,count,FY-window 8-K scanned; no item 4.02 found.,PASS,Candidate Result and all evidence rows are bound.
AUDIT_85,8K_ITEM,Salesforce,E05,Material agreements,1,count,8K_ITEM_OK,8K_ITEM,2025-02-01,2026-01-31,0001193125-25-145772,8-K Item 1.01,FY window,1,count,8-K item 1.01 parsed from hdr.sgml,PASS,Candidate Result and all evidence rows are bound.
AUDIT_86,STD_XBRL,Lumen Technologies,B01,Revenue,11331000000,USD,OK,STD_XBRL,2025-01-01,2025-12-31,0000018926-26-000014,RevenueFromContractWithCustomerExcludingAssessedTax,companyfacts:USD:CY2025,11331000000,USD,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax unit=USD accn=0000018926-26-000014 filed=2026-02-20,PASS,Candidate Result and all evidence rows are bound.
AUDIT_87,DERIVED,Lumen Technologies,B02,Revenue YoY growth,-0.06579272817214939401434578283,ratio,OK,DERIVED,2025-01-01,2025-12-31,0000018926-26-000014;0000018926-25-000010,RevenueFromContractWithCustomerExcludingAssessedTax+RevenueFromContractWithCustomerExcludingAssessedTax,companyfacts:USD:CY2025;companyfacts:USD:,-0.06579272817214939401434578283,ratio,(Revenue_t - Revenue_t-1) / Revenue_t-1; components=RevenueFromContractWithCustomerExcludingAssessedTax=11331000000;RevenueFromContractWithCustomerExcludingAssessedTax=12129000000,PASS,Candidate Result and all evidence rows are bound.
AUDIT_88,DERIVED,Lumen Technologies,B03,EBITDA margin,0.1709469596681669755537904863,ratio,OK,DERIVED,2025-01-01,2025-12-31,0000018926-26-000014;0000018926-26-000014;0000018926-26-000014,OperatingIncomeLoss+DepreciationDepletionAndAmortization+RevenueFromContractWithCustomerExcludingAssessedTax,companyfacts:USD:CY2025;companyfacts:USD:CY2025;companyfacts:USD:CY2025,0.1709469596681669755537904863,ratio,(Operating income + D&A) / revenue; components=OperatingIncomeLoss=-812000000;DepreciationDepletionAndAmortization=2749000000;RevenueFromContractWithCustomerExcludingAssessedTax=11331000000,PASS,Candidate Result and all evidence rows are bound.
AUDIT_89,STD_XBRL,Lumen Technologies,B04,Net income,-1739000000,USD,OK,STD_XBRL,2025-01-01,2025-12-31,0000018926-26-000014,NetIncomeLoss,companyfacts:USD:,-1739000000,USD,us-gaap:NetIncomeLoss unit=USD accn=0000018926-26-000014 filed=2026-02-20,PASS,Candidate Result and all evidence rows are bound.
AUDIT_90,DERIVED,Lumen Technologies,B05,Free cash flow,371000000,USD,OK,DERIVED,2025-01-01,2025-12-31,0000018926-26-000014;0000018926-26-000014,NetCashProvidedByUsedInOperatingActivities+PaymentsToAcquireProductiveAssets,companyfacts:USD:CY2025;companyfacts:USD:CY2025,371000000,USD,operating cash flow - capital expenditures; components=NetCashProvidedByUsedInOperatingActivities=4738000000;PaymentsToAcquireProductiveAssets=4367000000,PASS,Candidate Result and all evidence rows are bound.
AUDIT_91,DERIVED,Lumen Technologies,B08,Current ratio,1.801594533029612756264236902,ratio,OK,DERIVED,2025-12-31,2025-12-31,0000018926-26-000014;0000018926-26-000014,AssetsCurrent+LiabilitiesCurrent,companyfacts:USD:;companyfacts:USD:,1.801594533029612756264236902,ratio,current assets / current liabilities; components=AssetsCurrent=7909000000;LiabilitiesCurrent=4390000000,PASS,Candidate Result and all evidence rows are bound.
AUDIT_92,STD_XBRL,Lumen Technologies,B09,Cash reserves,1003000000,USD,OK,STD_XBRL,2025-12-31,2025-12-31,0000018926-26-000014,CashAndCashEquivalentsAtCarryingValue,companyfacts:USD:,1003000000,USD,us-gaap:CashAndCashEquivalentsAtCarryingValue unit=USD accn=0000018926-26-000014 filed=2026-02-20,PASS,Candidate Result and all evidence rows are bound.
AUDIT_93,8K_ITEM,Lumen Technologies,C01,CEO / CFO changes,2,count,8K_ITEM_OK,8K_ITEM,2025-01-01,2025-12-31,0001193125-25-203545;0001193125-25-308717,8-K Item 5.02,FY window,2;2,count;count,8-K item 5.02 parsed from hdr.sgml | 8-K item 5.02 parsed from hdr.sgml,PASS,Candidate Result and all evidence rows are bound.
AUDIT_94,8K_ITEM,Lumen Technologies,E01,M&A announcements,7,count,8K_ITEM_OK,8K_ITEM,2025-01-01,2025-12-31,0000018926-25-000039;0001193125-25-124002;0001193125-25-152683;0001193125-25-182730;0001193125-25-198334;0001193125-25-223206;0001193125-25-330850,8-K Item 1.01/2.01/8.01,FY-window 8-K accessions scanned,7;7;7;7;7;7;7,count;count;count;count;count;count;count,8-K item 1.01 parsed from hdr.sgml | 8-K item 1.01 parsed from hdr.sgml | 8-K item 1.01 parsed from hdr.sgml | 8-K item 1.01 parsed from hdr.sgml | 8-K item 1.01 parsed from hdr.sgml | 8-K item 1.01 parsed from hdr.sgml | 8-K item 1.01 parsed from hdr.sgml,PASS,Candidate Result and all evidence rows are bound.
AUDIT_95,8K_ITEM,Lumen Technologies,E02,Bankruptcy filings,0,count,NOT_AVAILABLE_SEC,8K_ITEM,2025-01-01,2025-12-31,0000018926-25-000004;0000018926-25-000039;0000018926-25-000047;0000018926-25-000059;0000018926-25-000092;0000018926-25-000110;0001193125-25-124002;0001193125-25-141702;0001193125-25-152683;0001193125-25-172843;0001193125-25-182730;0001193125-25-196061;0001193125-25-198334;0001193125-25-203545;0001193125-25-223206;0001193125-25-308717;0001193125-25-311581;0001193125-25-327637;0001193125-25-330850,8-K Item 1.03,FY-window 8-K accessions scanned,0,count,No Item 1.03 in FY-window 8-K; zero is normal.,PASS,Candidate Result and all evidence rows are bound.
AUDIT_96,8K_ITEM,Lumen Technologies,E03,Leadership departures,2,count,8K_ITEM_OK,8K_ITEM,2025-01-01,2025-12-31,0001193125-25-203545;0001193125-25-308717,8-K Item 5.02,FY window,2;2,count;count,8-K item 5.02 parsed from hdr.sgml | 8-K item 5.02 parsed from hdr.sgml,PASS,Candidate Result and all evidence rows are bound.
AUDIT_97,8K_ITEM,Lumen Technologies,E04,Financial restatements,0,count,NOT_AVAILABLE_SEC,8K_ITEM,2025-01-01,2025-12-31,0000018926-25-000004;0000018926-25-000039;0000018926-25-000047;0000018926-25-000059;0000018926-25-000092;0000018926-25-000110;0001193125-25-124002;0001193125-25-141702;0001193125-25-152683;0001193125-25-172843;0001193125-25-182730;0001193125-25-196061;0001193125-25-198334;0001193125-25-203545;0001193125-25-223206;0001193125-25-308717;0001193125-25-311581;0001193125-25-327637;0001193125-25-330850,8-K Item 4.02,FY-window 8-K accessions scanned,0,count,FY-window 8-K scanned; no item 4.02 found.,PASS,Candidate Result and all evidence rows are bound.
AUDIT_98,8K_ITEM,Lumen Technologies,E05,Material agreements,7,count,8K_ITEM_OK,8K_ITEM,2025-01-01,2025-12-31,0000018926-25-000039;0001193125-25-124002;0001193125-25-152683;0001193125-25-182730;0001193125-25-198334;0001193125-25-223206;0001193125-25-330850,8-K Item 1.01,FY window,7;7;7;7;7;7;7,count;count;count;count;count;count;count,8-K item 1.01 parsed from hdr.sgml | 8-K item 1.01 parsed from hdr.sgml | 8-K item 1.01 parsed from hdr.sgml | 8-K item 1.01 parsed from hdr.sgml | 8-K item 1.01 parsed from hdr.sgml | 8-K item 1.01 parsed from hdr.sgml | 8-K item 1.01 parsed from hdr.sgml,PASS,Candidate Result and all evidence rows are bound.
AUDIT_99,STD_XBRL,Macy's,B01,Revenue,21764000000,USD,OK,STD_XBRL,2025-02-02,2026-01-31,0001628280-26-021721,RevenueFromContractWithCustomerExcludingAssessedTax,companyfacts:USD:CY2025,21764000000,USD,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax unit=USD accn=0001628280-26-021721 filed=2026-03-27,PASS,Candidate Result and all evidence rows are bound.
AUDIT_100,DERIVED,Macy's,B02,Revenue YoY growth,-0.02372942179159377383035033419,ratio,OK,DERIVED,2025-02-02,2026-01-31,0001628280-26-021721;0001628280-25-014315,RevenueFromContractWithCustomerExcludingAssessedTax+RevenueFromContractWithCustomerExcludingAssessedTax,companyfacts:USD:CY2025;companyfacts:USD:,-0.02372942179159377383035033419,ratio,(Revenue_t - Revenue_t-1) / Revenue_t-1; components=RevenueFromContractWithCustomerExcludingAssessedTax=21764000000;RevenueFromContractWithCustomerExcludingAssessedTax=22293000000,PASS,Candidate Result and all evidence rows are bound.
AUDIT_101,DERIVED,Macy's,B03,EBITDA margin,0.08840286712001470317956258041,ratio,OK,DERIVED,2025-02-02,2026-01-31,0001628280-26-021721;0001628280-26-021721;0001628280-26-021721,OperatingIncomeLoss+DepreciationDepletionAndAmortization+RevenueFromContractWithCustomerExcludingAssessedTax,companyfacts:USD:CY2025;companyfacts:USD:CY2025;companyfacts:USD:CY2025,0.08840286712001470317956258041,ratio,(Operating income + D&A) / revenue; components=OperatingIncomeLoss=1030000000;DepreciationDepletionAndAmortization=894000000;RevenueFromContractWithCustomerExcludingAssessedTax=21764000000,PASS,Candidate Result and all evidence rows are bound.
AUDIT_102,STD_XBRL,Macy's,B04,Net income,642000000,USD,OK,STD_XBRL,2025-02-02,2026-01-31,0001628280-26-021721,NetIncomeLoss,companyfacts:USD:CY2025,642000000,USD,us-gaap:NetIncomeLoss unit=USD accn=0001628280-26-021721 filed=2026-03-27,PASS,Candidate Result and all evidence rows are bound.
AUDIT_103,DERIVED,Macy's,B05,Free cash flow,1057000000,USD,OK,DERIVED,2025-02-02,2026-01-31,0001628280-26-021721;0001628280-26-021721,NetCashProvidedByUsedInOperatingActivities+PaymentsToAcquirePropertyPlantAndEquipment,companyfacts:USD:CY2025;companyfacts:USD:CY2025,1057000000,USD,operating cash flow - capital expenditures; components=NetCashProvidedByUsedInOperatingActivities=1430000000;PaymentsToAcquirePropertyPlantAndEquipment=373000000,PASS,Candidate Result and all evidence rows are bound.
AUDIT_104,DERIVED,Macy's,B07,Interest coverage ratio,7.410071942446043165467625899,ratio,OK,DERIVED,2025-02-02,2026-01-31,0001628280-26-021721;0001628280-26-021721,OperatingIncomeLoss+InterestExpense,companyfacts:USD:CY2025;companyfacts:USD:CY2025,7.410071942446043165467625899,ratio,operating income / interest expense; components=OperatingIncomeLoss=1030000000;InterestExpense=139000000,PASS,Candidate Result and all evidence rows are bound.
AUDIT_105,DERIVED,Macy's,B08,Current ratio,1.485199198753616737146672602,ratio,OK,DERIVED,2026-01-31,2026-01-31,0001628280-26-021721;0001628280-26-021721,AssetsCurrent+LiabilitiesCurrent,companyfacts:USD:;companyfacts:USD:,1.485199198753616737146672602,ratio,current assets / current liabilities; components=AssetsCurrent=6673000000;LiabilitiesCurrent=4493000000,PASS,Candidate Result and all evidence rows are bound.
AUDIT_106,STD_XBRL,Macy's,B09,Cash reserves,1246000000,USD,OK,STD_XBRL,2026-01-31,2026-01-31,0001628280-26-021721,CashAndCashEquivalentsAtCarryingValue,companyfacts:USD:,1246000000,USD,us-gaap:CashAndCashEquivalentsAtCarryingValue unit=USD accn=0001628280-26-021721 filed=2026-03-27,PASS,Candidate Result and all evidence rows are bound.
AUDIT_107,8K_ITEM,Macy's,C01,CEO / CFO changes,2,count,8K_ITEM_OK,8K_ITEM,2025-02-02,2026-01-31,0000794367-25-000054;0000794367-25-000169,8-K Item 5.02,FY window,2;2,count;count,8-K item 5.02 parsed from hdr.sgml | 8-K item 5.02 parsed from hdr.sgml,PASS,Candidate Result and all evidence rows are bound.
AUDIT_108,8K_ITEM,Macy's,E01,M&A announcements,2,count,8K_ITEM_OK,8K_ITEM,2025-02-02,2026-01-31,0000794367-25-000087;0000794367-25-000137,8-K Item 1.01/2.01/8.01,FY-window 8-K accessions scanned,2;2,count;count,8-K item 1.01 parsed from hdr.sgml | 8-K item 1.01 parsed from hdr.sgml,PASS,Candidate Result and all evidence rows are bound.
AUDIT_109,8K_ITEM,Macy's,E02,Bankruptcy filings,0,count,NOT_AVAILABLE_SEC,8K_ITEM,2025-02-02,2026-01-31,0000794367-25-000010;0000794367-25-000054;0000794367-25-000087;0000794367-25-000092;0000794367-25-000128;0000794367-25-000132;0000794367-25-000137;0000794367-25-000139;0000794367-25-000165;0000794367-25-000169;0001628280-25-010767;0001628280-25-028040;0001628280-25-054900,8-K Item 1.03,FY-window 8-K accessions scanned,0,count,No Item 1.03 in FY-window 8-K; zero is normal.,PASS,Candidate Result and all evidence rows are bound.
AUDIT_110,8K_ITEM,Macy's,E03,Leadership departures,2,count,8K_ITEM_OK,8K_ITEM,2025-02-02,2026-01-31,0000794367-25-000054;0000794367-25-000169,8-K Item 5.02,FY window,2;2,count;count,8-K item 5.02 parsed from hdr.sgml | 8-K item 5.02 parsed from hdr.sgml,PASS,Candidate Result and all evidence rows are bound.
AUDIT_111,8K_ITEM,Macy's,E04,Financial restatements,0,count,NOT_AVAILABLE_SEC,8K_ITEM,2025-02-02,2026-01-31,0000794367-25-000010;0000794367-25-000054;0000794367-25-000087;0000794367-25-000092;0000794367-25-000128;0000794367-25-000132;0000794367-25-000137;0000794367-25-000139;0000794367-25-000165;0000794367-25-000169;0001628280-25-010767;0001628280-25-028040;0001628280-25-054900,8-K Item 4.02,FY-window 8-K accessions scanned,0,count,FY-window 8-K scanned; no item 4.02 found.,PASS,Candidate Result and all evidence rows are bound.
AUDIT_112,8K_ITEM,Macy's,E05,Material agreements,2,count,8K_ITEM_OK,8K_ITEM,2025-02-02,2026-01-31,0000794367-25-000087;0000794367-25-000137,8-K Item 1.01,FY window,2;2,count;count,8-K item 1.01 parsed from hdr.sgml | 8-K item 1.01 parsed from hdr.sgml,PASS,Candidate Result and all evidence rows are bound.
AUDIT_113,DERIVED,Paramount Skydance / Paramount Global,B08,Current ratio,1.256722332295499575431644495,ratio,OK,DERIVED,2025-12-31,2025-12-31,0002041610-26-000011;0002041610-26-000011,AssetsCurrent+LiabilitiesCurrent,companyfacts:USD:;companyfacts:USD:,1.256722332295499575431644495,ratio,current assets / current liabilities; components=AssetsCurrent=13320000000;LiabilitiesCurrent=10599000000,PASS,Candidate Result and all evidence rows are bound.
AUDIT_114,STD_XBRL,Paramount Skydance / Paramount Global,B09,Cash reserves,3274000000,USD,OK,STD_XBRL,2025-12-31,2025-12-31,0002041610-26-000011,CashAndCashEquivalentsAtCarryingValue,companyfacts:USD:,3274000000,USD,us-gaap:CashAndCashEquivalentsAtCarryingValue unit=USD accn=0002041610-26-000011 filed=2026-02-25,PASS,Candidate Result and all evidence rows are bound.
